10,10,0.00308108329773,344.395804882,6.2603161335
10,10,0.0338950157166,464.38081193,7.91861891747
10,30,0.00309896469116,1512.11354518,7.85727095604
 10,50,0.00107002258301,2473.26802087,13.1535961628
 10,70,0.0114209651947,8468.36394405,14.3515789509
 10,10,0.000343084335327,417.315327883,5.87596607208
 10,10,0.00305795669556,425.880904913,6.02665996552
 10,30,0.000571012496948,1250.80323601,12.7772610188
 10,50,0.0234868526459,2257.70273805,16.6209740639
 10,70,0.027960062027,2954.79306984,11.6405940056
 10,80,0.0012731552124,2960.48565698,9.90918302536
 
